cmpyCd,cmpyNm,ptrn,mog,prdNm,age,mlInsRt,fmlInsRt,basDt,ofrInstNm
N05,메리츠화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),60,4201,2855,20220101,손해보험협회
N05,메리츠화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),65,4302,1764,20220101,손해보험협회
N05,메리츠화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),70,1637,2758,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),20,3307,2775,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),25,1346,2733,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),30,1956,3302,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),35,3293,2095,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),40,2588,2005,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),45,2949,3516,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),50,2211,3178,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),55,2575,2205,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),60,2914,2023,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),65,2557,1901,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),70,4571,2826,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),20,2440,2960,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),25,2910,2634,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),30,3491,3368,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),35,2575,2368,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),40,2779,1073,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),45,1787,3825,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),50,4315,2613,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),55,3461,3033,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),60,5463,3639,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),65,2897,2083,20220101,손해보험협회
N06,한화손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),70,1714,2952,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),20,2394,1733,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),25,2482,1988,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),30,4349,3461,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),35,2993,3909,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),40,3061,2154,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),45,4218,3204,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),50,2170,2657,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),55,2299,1762,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),60,3740,4232,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),65,1881,3222,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(한화),70,2479,2434,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),20,2526,2152,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),25,3038,2176,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),30,3216,2762,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),35,2808,2119,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),40,2538,3366,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),45,3400,2066,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),50,3079,3363,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),55,1664,3207,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),60,2469,3227,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),65,2389,1446,20220101,손해보험협회
N06,한화손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(한화),70,1697,2836,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),20,3207,2121,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),25,3510,1553,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),30,2947,1891,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),35,2478,2835,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),40,2311,2511,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),45,3805,2367,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),50,3668,1952,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),55,3423,3881,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),60,1022,2202,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),65,3461,2647,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),70,3296,2347,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),20,3069,2683,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),25,3934,2990,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),30,3270,2491,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),35,2609,2475,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),40,3315,2484,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),45,3231,4356,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),50,3696,2555,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),55,3960,2493,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),60,1369,2043,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),65,1503,2536,20220101,손해보험협회
N07,롯데손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),70,3014,4057,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),20,3261,2635,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),25,3663,1141,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),30,3188,3378,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),35,1817,3657,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),40,3270,2488,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),45,3506,4503,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),50,3145,2986,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),55,2632,2162,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),60,3664,2157,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),65,3057,2441,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(롯데),70,3383,3050,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),20,3830,2417,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),25,2784,2065,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),30,2644,3082,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),35,3605,2108,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),40,3695,3816,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),45,3330,4207,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),50,2380,1866,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),55,1577,3922,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),60,3523,2758,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),65,3223,1955,20220101,손해보험협회
N07,롯데손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(롯데),70,4956,2896,20220101,손해보험협회
N08,흥국화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(흥국),20,3087,3344,20220101,손해보험협회
N08,흥국화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(흥국),25,3384,2967,20220101,손해보험협회
N08,흥국화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(흥국),30,2367,3153,20220101,손해보험협회
N08,흥국화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(흥국),35,4505,3809,20220101,손해보험협회
